logFC	logCPM	PValue	adj.p.value
LINC00116	1.09406	1.38036	4.22896e-05	0.00225506
CEACAM19	-0.846836	2.0943	4.24131e-05	0.00225885
SRRM3	-0.664879	3.72273	4.24437e-05	0.00225885
EIF2B3	-0.949132	1.9759	4.28791e-05	0.00227527
MROH1	-0.731668	3.96244	4.33278e-05	0.00229008
SH3GLB2	-0.716288	2.99368	4.4125e-05	0.00232199
RP11-59C5.3	-1.03659	1.37785	4.41857e-05	0.00232405
MDGA1	-0.550809	3.70095	4.42334e-05	0.00232543
CC2D1A	-0.726056	2.35359	4.6464e-05	0.00241799
FOXC1	-1.72929	1.53253	4.67955e-05	0.00243165
ATP13A2	-0.757404	3.50411	4.70277e-05	0.0024391
MRC2	-0.855023	2.31217	4.76759e-05	0.00245855
EHMT1	-0.493712	4.30592	4.78002e-05	0.00246144
CMIP	-0.423165	4.28613	4.81406e-05	0.00247307
ASB5	0.588399	3.2013	4.82137e-05	0.0024733
IMMP2L	0.642126	3.02291	4.83809e-05	0.00247737
MAU2	-0.875527	3.38178	4.95951e-05	0.00252379
LINC01358	0.933496	1.71631	4.97052e-05	0.00252725
ATP1B1	1.60293	0.717362	4.97099e-05	0.00252725
BRD1	-0.729008	2.6329	4.99666e-05	0.00253672
TAF4	-0.684337	3.35061	5.08364e-05	0.00256393
ZNF473	-1.28223	0.937579	5.15043e-05	0.00258923
SH3BP2	-0.613868	4.34786	5.17538e-05	0.00259694
TALDO1	-0.835783	2.71182	5.24629e-05	0.00262886
ANKRD24	-1.01669	2.37239	5.29687e-05	0.00264793
TMED3	-0.808381	2.15734	5.32368e-05	0.00265655
SF3A2	-1.16494	1.31668	5.33199e-05	0.00265825
SZT2	-0.690084	3.20483	5.36365e-05	0.00266787
HAS3	-0.863441	1.89874	5.41275e-05	0.00268119
COLQ	0.632895	2.81729	5.42028e-05	0.00268246
LPCAT1	-0.735452	3.15735	5.46905e-05	0.00269425
FUBP3	-0.763081	2.87927	5.49655e-05	0.00269955
ZNF765	-0.87871	1.97017	5.49703e-05	0.00269955
MTMR3	-0.641382	3.11705	5.54366e-05	0.00271984
TMEM88	-2.61327	-0.387746	5.73544e-05	0.00278351
NOS3	-0.752964	3.16944	5.73784e-05	0.00278351
MIR3936	1.40429	0.795866	5.76371e-05	0.00279141
KLHDC4	-0.517767	3.99115	5.78951e-05	0.00279537
ZNF438	0.679976	2.81321	5.84592e-05	0.0028132
ARHGAP22	-0.422653	4.84715	5.85543e-05	0.00281402
NPEPL1	-0.860641	2.95682	5.933e-05	0.00284623
CPT1B	-1.05682	1.52951	5.95947e-05	0.00285007
DNAH11	0.422513	4.28836	6.02836e-05	0.00287836
CHMP1A	-1.40177	1.6721	6.09851e-05	0.00289988
RNF157-AS1	-4.80169	-1.24776	6.28132e-05	0.00296722
HR	-0.682572	3.55802	6.35662e-05	0.00299417
SART1	-0.789217	2.47684	6.3811e-05	0.0029983
ZNF785	-3.15308	-0.559833	6.3878e-05	0.0029983
KLF6	0.79944	2.82203	6.39707e-05	0.0029983
TRIM66	-0.496401	3.51529	6.42804e-05	0.0030102
KIF3C	-0.588459	3.13151	6.5017e-05	0.00303454
PGD	-0.740702	2.71198	6.5182e-05	0.00303826
AMDHD2	-1.55674	1.08397	6.67576e-05	0.00309093
GIGYF1	-1.04028	2.09336	6.68311e-05	0.00309212
DNAJC11	-0.631876	2.90599	6.68953e-05	0.00309376
RABL6	-1.10143	2.31587	6.72098e-05	0.00310299
SMIM2-AS1	0.743636	2.39071	6.74578e-05	0.00311311
SLC9A3R2	-0.80102	2.88009	6.8207e-05	0.00313697
AC006480.1	-1.81769	0.661412	6.8744e-05	0.00315609
PTH1R	-0.643746	3.16281	6.87981e-05	0.00315609
PVRL1	-0.550623	3.33566	6.96379e-05	0.0031865
TRPV2	-1.24801	1.63278	6.98464e-05	0.0031918
NEK6	-0.536834	3.44093	7.05802e-05	0.00320653
SEMA5B	-0.660481	3.66413	7.09169e-05	0.00322048
DMAP1	-0.857788	2.32916	7.12691e-05	0.00322833
STRN4	-1.08878	2.13165	7.16776e-05	0.00324411
GPC1	-0.570827	3.54706	7.25482e-05	0.00327505
ITM2C	-0.632118	3.20465	7.26485e-05	0.0032757
GFPT2	-0.589016	3.0682	7.29725e-05	0.00328592
TOR2A	-0.936694	1.98755	7.29969e-05	0.00328592
FBXO46	-1.0652	1.97603	7.31924e-05	0.00329061
ODF2	-0.630511	2.96168	7.39263e-05	0.00331258
ADCY3	-0.474419	4.14599	7.42287e-05	0.00332337
P2RX6	-1.32938	1.23466	7.44607e-05	0.00333135
CCDC84	-1.53167	0.991856	7.44687e-05	0.00333135
IFT140	-0.632016	3.00412	7.47557e-05	0.00333952
POLR2E	-1.11959	2.04866	7.48511e-05	0.00334017
EFEMP2	-0.886407	1.83042	7.53061e-05	0.00335216
LLGL2	-0.629287	4.22805	7.57421e-05	0.00336602
YARS	-0.621513	2.9409	7.60397e-05	0.00337508
NISCH	-0.549973	3.66385	7.66198e-05	0.00339664
LHX6	-0.757705	3.19385	7.71535e-05	0.0034133
ZDHHC8	-0.749961	2.56137	7.74913e-05	0.00342489
HIPK3	0.828092	2.54704	7.75423e-05	0.00342489
CSF3R	-0.591474	3.15362	7.83508e-05	0.00344971
FBLN2	-0.599046	3.8314	7.85794e-05	0.00345516
RGL3	-0.599521	3.10343	7.90888e-05	0.00346768
CHERP	-0.867217	2.38462	7.93116e-05	0.00347463
TPRN	-1.2133	2.2103	7.94641e-05	0.00347816
ARHGEF16	-0.957487	3.25428	7.96913e-05	0.00348561
PRKD2	-0.710053	2.82957	7.99453e-05	0.00349248
PRR12	-0.990734	2.00116	8.12953e-05	0.00353715
RP11-61I13.3	-0.991086	1.86593	8.14743e-05	0.00354066
CARD10	-0.639156	3.84478	8.18972e-05	0.00355332
MBP	0.429628	4.54772	8.28747e-05	0.00358996
MZF1	-1.21695	1.3227	8.29156e-05	0.0035903
ARID3B	-0.80876	2.42605	8.30107e-05	0.00359287
SLC2A12	1.11451	1.19741	8.4108e-05	0.00363028
PDE2A	-0.623543	4.30304	8.52577e-05	0.00365803
HSPG2	-0.674265	4.7043	8.58629e-05	0.0036752
FOXP2	0.648313	3.13331	8.59277e-05	0.00367651
PIP5K1C	-0.933847	2.18923	8.64227e-05	0.00369039
ARID3A	-0.898683	2.83156	8.64774e-05	0.00369084
NRXN2	-0.648855	4.23701	8.65359e-05	0.00369084
LINC00969	-0.650608	3.01343	8.70213e-05	0.00370569
IFT27	-0.602245	3.18452	8.75299e-05	0.00372002
GNAO1	-0.548897	3.20337	8.7891e-05	0.00372804
NKAIN1	-0.555848	3.17876	8.84449e-05	0.00374418
LYNX1	-0.994669	2.70804	8.87751e-05	0.00375522
ATP11A	-0.426063	4.55292	8.9099e-05	0.00376008
FLCN	-0.860884	2.70771	8.98758e-05	0.00378695
AMPD2	-0.964474	1.49349	8.99124e-05	0.00378701
PPP1R32	-0.710102	2.57213	9.10102e-05	0.00381688
PROCA1	-0.9267	2.07249	9.21256e-05	0.00384723
AP2A2	-0.685224	4.10208	9.21807e-05	0.00384804
CD81	-0.861419	2.96073	9.22686e-05	0.00385023
CNN1	-0.762493	2.68003	9.28718e-05	0.00386644
PML	-0.614761	3.11444	9.32655e-05	0.00387984
U3	-1.15474	1.3399	9.36003e-05	0.00389077
PCGF3	-0.832189	3.05936	9.52695e-05	0.00393743
TRIB1	0.76823	2.40564	9.57752e-05	0.0039553
DIP2A	-0.589775	3.58123	9.61245e-05	0.00396216
GAA	-0.763195	3.14602	9.67453e-05	0.00398234
BMP4	-0.789579	2.1318	9.67985e-05	0.00398234
SBNO2	-0.602196	4.06164	9.7493e-05	0.00399873
FLII	-1.03946	2.4065	9.77076e-05	0.00400297
CAMSAP1	-0.594721	3.36632	9.82425e-05	0.00402031
DDX54	-1.23951	1.64195	0.000101566	0.00412145
BANP	-0.548492	4.21319	0.000102729	0.00415046
EIF3B	-0.695799	2.87751	0.000102911	0.00415626
KLHDC9	-1.02491	1.52206	0.000103382	0.00417374
MNT	0.686242	3.46981	0.000103478	0.00417449
KCNB1	-1.06361	1.24952	0.000104998	0.00421691
SEC16A	-0.579788	3.13388	0.000105959	0.00424603
PACSIN3	0.769567	2.27251	0.000106035	0.0042475
C20orf27	-0.772316	2.47951	0.000106387	0.00425687
ESYT1	-0.904259	2.08342	0.000106938	0.00426785
EPHB6	-0.554767	3.44442	0.000107831	0.00429713
RAD23A	-1.59521	1.69612	0.000108514	0.00430902
TIE1	-0.524956	3.59181	0.00011056	0.00437201
RP11-61J19.5	1.01967	1.99278	0.000111422	0.00439647
AP000695.6	1.21228	1.4836	0.000111508	0.00439663
ZNF707	-0.800226	2.04723	0.000111982	0.00440589
POU2F2	-0.587068	3.59826	0.000114264	0.00447267
ASPSCR1	-0.66125	3.86571	0.000114655	0.00448354
CHRDL2	-0.751843	2.74749	0.000114794	0.00448689
PLXNB2	-0.799671	3.82198	0.000115038	0.00449317
PIK3CD	-0.831834	2.777	0.000116206	0.00452573
MSX1	-1.01464	1.89418	0.000117062	0.00454758
EGLN2	-1.10057	1.46468	0.000117138	0.00454891
ARPP21	0.366627	4.64975	0.000117189	0.00454912
PPP1R12C	-1.0195	2.79212	0.000118389	0.00458099
MAN1B1	-0.958158	2.12982	0.000119537	0.00460612
ADCY7	-0.466055	4.38046	0.000120644	0.00463506
CYSTM1	0.768861	2.09333	0.000123581	0.00470273
BACH2	0.541902	3.10834	0.000124055	0.0047158
FOXO3	0.62967	2.87898	0.000124103	0.00471596
NEURL1	-0.586062	3.42409	0.000125567	0.00475319
ANKRD54	-1.23983	1.41996	0.000125883	0.00476017
ACTG1	-1.70295	0.607184	0.000126247	0.00476908
UNC93B1	-0.715697	2.27079	0.000126711	0.00477776
POLR3E	-0.587176	3.62303	0.000127686	0.00480829
CFAP53	-1.23082	1.09027	0.000128114	0.00481926
ARPC5L	-1.01649	1.9802	0.000129532	0.00486241
SETD5	-0.649437	3.36868	0.000129964	0.00487523
QPCT	0.653339	2.97316	0.00013211	0.00493682
C5orf45	-0.873817	1.99958	0.000132454	0.00494289
SLC38A6	0.591321	2.9957	0.000132642	0.00494821
CCDC92	-1.01156	1.78515	0.00013275	0.0049505
KATNB1	-0.756274	2.44336	0.000133252	0.00496409
CUL9	-0.599452	3.44915	0.000133491	0.00497026
PLEKHA1	0.637117	2.8128	0.00013501	0.00500886
SPPL2A	0.662599	2.53451	0.000135532	0.00502135
USP19	-0.949613	1.83149	0.000136542	0.00505182
Y_RNA	-1.60651	0.161303	0.000137101	0.00506585
UNKL	-0.737452	2.96973	0.000137207	0.00506615
SUGP1	-0.797607	2.36887	0.000137241	0.00506615
MAP1S	-0.771218	2.55855	0.000137509	0.00506852
NFE2L3	-0.752904	2.41116	0.000138575	0.00509562
WDR90	-1.14473	1.63196	0.000138634	0.00509604
NAT9	-1.29272	0.951168	0.000140046	0.00513052
STAT2	-0.883929	1.81369	0.000141965	0.00517798
USP10	-0.707796	2.85481	0.000142538	0.00518888
UNK	-1.0629	2.03053	0.000142568	0.00518888
MASP2	-0.823576	2.12417	0.000142681	0.00519008
SLC4A2	-1.08432	2.00179	0.000143377	0.00521191
RAB5B	-1.01399	1.3687	0.000143627	0.00521921
ZNF282	-0.719349	2.6406	0.000144189	0.00523261
DLL4	-1.24365	1.88211	0.000144669	0.00524123
FGGY	0.349368	4.65243	0.00014574	0.00526589
CYB561	-0.680545	2.77606	0.000146134	0.0052752
RP11-1246C19.1	-1.25546	0.950692	0.000146319	0.00527639
UBE2I	-1.15726	1.77303	0.000147716	0.00531034
NR1D1	1.07221	1.99805	0.000148136	0.00531691
MMP24-AS1	-0.845413	2.07335	0.000148246	0.00531733
LETM1	-0.69007	3.48399	0.000148469	0.00532008
RP11-4B16.3	0.855946	1.74925	0.00014873	0.0053224
SDHAP1	-0.832447	1.98478	0.000149214	0.00533609
TRMT1	-1.23447	0.905733	0.000149867	0.00535589
ANKS3	-0.806413	2.98107	0.000149992	0.0053586
LINC01372	5.25066	-1.39217	0.000150098	0.00536041
TMEM8A	-1.15809	1.33712	0.000150593	0.00536764
CMYA5	0.618935	2.72673	0.000151458	0.00539668
CELSR2	-0.574611	3.13764	0.000151712	0.00540047
HIP1R	-0.619376	3.34281	0.000153309	0.00544647
EYA4	0.506795	3.69086	0.000154579	0.00548619
TRMT44	-0.678769	2.5459	0.000155281	0.00550568
WDR34	-0.829041	2.23203	0.000156834	0.00553964
COL21A1	0.416928	4.17407	0.000156854	0.00553964
PEBP1P2	-0.967163	1.36681	0.000158415	0.00558197
EBF4	-0.618919	3.48769	0.000160102	0.00563043
ITFG3	-0.678361	3.01209	0.000160195	0.00563186
EPB41L1	-0.468344	4.09066	0.00016208	0.00567226
LAMB2	-0.935773	2.43244	0.000162387	0.0056775
SMPDL3A	0.786644	2.13815	0.00016399	0.00571323
ABCC1	-0.445821	3.80874	0.000164302	0.00571855
MYO19	-0.649586	3.26501	0.000164589	0.00572668
ERICH1	-0.543206	3.70572	0.000166147	0.00576423
RHBDF2	-0.524533	3.8458	0.000167368	0.00579539
CTDP1	-0.86117	1.9113	0.000168381	0.00581928
SH3D21	-0.956743	2.13518	0.000168466	0.00582033
ACAP1	-1.06806	2.69736	0.000168808	0.00582843
GGA1	-0.621616	3.50599	0.000169147	0.00583084
FZD9	-0.980027	1.40216	0.00017009	0.00584654
RAB3IL1	-0.703026	3.20317	0.00017133	0.00586863
GPR133	-0.425682	4.24264	0.000171474	0.00586982
AP1M1	-0.825665	3.61157	0.000171553	0.00587067
PUF60	-0.997294	2.4569	0.000172706	0.00589414
ASB15	0.663144	2.69636	0.000177879	0.00601476
EML2	-0.570544	3.12732	0.000180064	0.00607155
CDK12	-0.615913	3.2038	0.000181078	0.00609242
C1orf95	-0.687823	2.41067	0.000181977	0.00610176
PEMT	-0.667963	2.55816	0.000186381	0.00621664
ATP2B2	-0.410432	4.17265	0.000187096	0.00622126
PDZD4	-0.913615	1.62748	0.000187858	0.00623701
ZNF276	-1.03379	1.74296	0.000188757	0.00624574
CSRNP1	0.808068	2.36833	0.00018895	0.00625021
PPP2R3B	-0.781799	3.34761	0.0001891	0.00625112
DBNL	-0.824622	2.1657	0.000189373	0.00625555
TNNT2	-0.506105	3.3085	0.000189401	0.00625555
TAOK2	-0.627071	3.27004	0.0001904	0.00628278
BRF1	-0.853533	3.36577	0.000190746	0.00628681
TIMM50	-0.742428	2.50843	0.000192274	0.00632146
SLC25A44	-0.902972	1.52439	0.000192463	0.00632549
SNAP47	-0.944	1.61145	0.000192587	0.00632549
C15orf59	-1.05347	1.81466	0.000192744	0.00632728
MYO1F	-0.569317	3.16589	0.000193657	0.00634763
MPP2	-0.661798	2.7844	0.000194347	0.00636251
ATCAY	-0.673439	2.69431	0.000196265	0.00640007
INPP4B	0.448221	4.21299	0.00020192	0.00651371
SH2B1	-0.868102	1.99621	0.000202203	0.00652089
TP53INP2	0.7531	2.06058	0.000202812	0.00653467
TESK1	1.38815	0.531996	0.000204945	0.00659359
KHSRP	-0.913549	2.04926	0.000208192	0.0066643
MMP28	-0.673621	2.92833	0.000209651	0.00669513
MLLT1	-0.752008	2.85353	0.000212531	0.0067671
PSMD4	-0.719203	2.635	0.000214361	0.00681894
GLTSCR1L	0.79075	2.56595	0.000215186	0.0068275
FERMT3	-0.869932	2.4603	0.000215676	0.00684102
HS6ST1	-0.77603	2.52199	0.00021801	0.00689079
SAFB2	-0.742761	3.34762	0.000219066	0.00691465
SUPT6H	-0.760734	3.10591	0.000221143	0.00695172
BANF1	-5.59933	-1.46654	0.000222181	0.00697334
SLC25A1	-0.91691	1.7369	0.000223401	0.00699366
DEF8	-0.745581	3.28342	0.000224052	0.00700709
REC8	-1.04996	2.10499	0.000225282	0.00703826
KANK3	-0.882911	2.01517	0.000226444	0.00707049
ATP8B2	-0.742285	3.00205	0.000228542	0.00711543
OSBPL5	-0.663025	4.24707	0.000228911	0.00712487
DHX58	-0.759804	2.11587	0.00023053	0.00715699
PTPRS	-0.73214	3.18588	0.000232172	0.0071932
BAG6	-0.994449	1.63018	0.000232394	0.00719801
TRDN	0.720192	2.61732	0.000232463	0.0071981
ZMYND19	-0.965512	1.48756	0.00023343	0.00721769
RHBDF1	-0.813646	2.5319	0.000236659	0.00729456
CTBP1	-0.783036	3.70421	0.000237455	0.00731076
IMPDH1	-0.664255	3.10237	0.000237823	0.00731689
PEAR1	-0.694657	3.11432	0.00023814	0.00731934
ATG13	-0.511416	3.47275	0.000241967	0.00739578
ACVR1	0.614027	3.02557	0.000243919	0.00743142
CABIN1	-0.519342	4.05487	0.000244242	0.00743706
MYOC	1.03706	1.50804	0.00024593	0.00747372
GAS2	0.54781	3.09663	0.0002473	0.00751276
DHX38	-0.814966	2.4492	0.000247354	0.00751276
SMPX	1.81214	0.431163	0.000250316	0.0075814
SMAD3	0.378101	4.61811	0.000254354	0.00767005
PHF19	-0.597502	3.67476	0.000258243	0.00774549
MBD6	-1.13388	1.5312	0.000258893	0.00775423
MARK4	-0.542412	3.6332	0.000259767	0.00776749
RCC1	-0.705589	2.60075	0.000260187	0.00777456
HSPB3	1.20843	1.22289	0.000260349	0.00777456
ZEB2	0.683762	2.47056	0.000263816	0.00784799
PLEKHG3	-0.419505	4.21319	0.000264103	0.00785367
ZNF879	-0.957818	1.24185	0.000264407	0.00786038
PTPN23	-0.780554	2.12593	0.000266087	0.00788878
RP5-1120P11.1	0.981207	1.42056	0.000267622	0.00791626
TRADD	-1.85115	0.512299	0.000268638	0.00793736
METTL22	-0.533742	3.36777	0.000270185	0.00795745
RECQL5	-0.998982	2.26039	0.000270392	0.00795745
CHD4	-0.572669	3.3195	0.000270627	0.00796087
LRP3	-0.808381	2.26412	0.000272712	0.00800174
CARS2	-0.488821	3.88639	0.000274375	0.00804179
MEF2A	0.643834	2.69868	0.000275699	0.00807018
TTC38	-0.660119	2.53368	0.000275717	0.00807018
JAG2	-0.992626	2.87627	0.000277799	0.00811576
DNAJA3	-0.727211	2.65818	0.000280273	0.00817476
RP11-96H19.1	1.38126	1.42972	0.000280418	0.00817509
CAMK2D	0.795371	2.61218	0.000280842	0.00818029
TRAF3IP2	0.826676	2.06027	0.000280984	0.00818029
COL3A1	0.576901	2.94983	0.000282967	0.00821896
GBX1	-0.837578	2.13099	0.000283812	0.00822904
SIM2	-0.704224	2.22764	0.000283979	0.00822953
IGF2	-1.12244	1.85334	0.00028471	0.00824408
TUB-AS1	-1.01095	1.43397	0.000286036	0.0082758
ANAPC5	-0.502154	3.43236	0.00028696	0.00829589
ABCF3	-0.822748	1.90733	0.000287812	0.00831162
RPTOR	-0.507852	3.54124	0.000289493	0.0083363
STK33	0.453628	3.58325	0.000289726	0.00834014
PALM	-0.77381	3.47521	0.000291232	0.00836565
MGAT3	-0.778997	2.41952	0.00029254	0.0083854
MFNG	-0.755541	3.22236	0.000293005	0.00839204
CEP170B	-0.904515	2.62319	0.000293625	0.00840535
ZFP41	-1.94166	0.137351	0.000294922	0.00843354
FAM84A	-0.711212	2.13377	0.000296314	0.00846213
LCNL1	-1.55822	0.956979	0.000300147	0.00852876
NCKIPSD	-0.864758	2.66415	0.000301549	0.00855952
HRAS	-1.62305	0.622202	0.000303414	0.00859375
AGFG2	-0.715735	2.28942	0.000306802	0.00865747
KIAA0930	-0.486429	3.96408	0.000309396	0.00871284
LFNG	-0.836024	3.02307	0.000310372	0.00872751
NOL4L	-0.572117	3.72871	0.000316686	0.00886225
DLG5	-0.555519	3.77553	0.000317097	0.00886353
AHNAK2	-0.901003	3.33001	0.000317803	0.00887291
BABAM1	-1.15283	1.03358	0.000325428	0.00902635
RDH13	-0.640848	2.71977	0.0003298	0.00912252
MMRN2	-0.757454	2.21174	0.000331215	0.00914928
RP4-800G7.2	-0.759097	2.76942	0.000335001	0.00923025
RTEL1-TNFRSF6B	-2.60219	-0.332916	0.000335502	0.00924041
CASP10	-0.842883	2.09633	0.000335664	0.00924054
UNC119	-0.877957	1.81255	0.000336498	0.00925298
FARP2	-0.404777	4.28406	0.00033796	0.00927394
ZRANB2-AS2	0.483758	3.91122	0.000340078	0.00930843
SNPH	-0.754434	2.27953	0.000345293	0.00940974
GIT2	-0.508608	3.42813	0.000346137	0.00941576
ZCCHC14	-0.796318	2.07952	0.000346542	0.00942327
KBTBD2	0.619955	2.71305	0.000349367	0.00946484
SSBP2	0.4991	3.33268	0.000351615	0.00949915
YBX3	0.530207	3.09816	0.000351932	0.0095005
CYP4F12	-0.680821	2.44039	0.000353498	0.0095261
EI24P2	0.959159	1.36863	0.000357127	0.00958327
LBH	-0.845398	2.07634	0.000358454	0.00960217
C16orf58	-0.925685	1.80842	0.00035864	0.00960477
VGLL2	0.935271	1.87425	0.000358767	0.0096058
ARHGEF10	-0.409037	4.24	0.000361504	0.00965514
FXR2	-0.77704	1.93679	0.000365193	0.00973443
XIRP2-AS1	0.965846	1.35405	0.00036968	0.00982392
XAB2	-1.70998	0.901797	0.000371657	0.00985948
CFD	-1.05918	1.22651	0.000371988	0.00986203
DEAF1	-0.624433	2.88385	0.000373237	0.00987882
ENGASE	-0.671796	2.77428	0.000376772	0.00995222
EXOC3	-0.663928	2.94071	0.000377527	0.00996353
DDX51	-1.49379	0.645927	0.000378579	0.009978
TP53	-1.01986	1.6067	0.000383904	0.0100751
CRTC2	-0.734439	1.87493	0.000384917	0.0100958
ARHGEF10L	-0.486506	4.55726	0.000385815	0.010112
PPP1R37	-0.728943	2.86963	0.000387932	0.0101551
SYT7	-0.710126	2.44017	0.000388751	0.0101716
EIF3K	-0.871888	1.89031	0.000389138	0.0101768
KIAA0513	-0.592159	3.53937	0.000389485	0.0101835
SNRPA	-0.967201	2.03578	0.000390064	0.0101937
PITPNA	-0.577861	2.99229	0.000390321	0.0101979
ANPEP	-0.474849	3.52463	0.000392875	0.0102547
RP11-689P11.2	-0.800007	2.01042	0.000393531	0.0102665
IFT22	-1.17796	0.822702	0.000393972	0.0102709
ANKLE2	-0.714734	3.1245	0.000394382	0.0102778
CECR1	-0.516141	3.07648	0.00039747	0.0103248
TAS1R3	-1.33658	1.66851	0.000397802	0.0103301
PTGES3	1.24975	1.63465	0.000398726	0.0103326
MVP	-0.770319	2.33921	0.000398981	0.0103367
KRBA1	-0.508574	3.46832	0.000399272	0.0103417
RAP1GAP2	-0.495326	3.74884	0.000399436	0.0103435
N4BP3	-0.991755	1.66246	0.000402017	0.0103805
EME2	-1.95871	0.256376	0.000402578	0.01039
DGAT1	-0.829676	1.96403	0.000404125	0.0104224
NDUFA3	-1.29325	1.15886	0.000404397	0.0104245
ENTHD2	-1.38109	0.949217	0.000406559	0.0104704
RP5-1027O11.1	0.841755	1.48841	0.000406893	0.0104738
ZNF853	-0.837338	1.57871	0.000408154	0.0104938
PIEZO1	-0.937181	2.61284	0.000411922	0.0105605
RER1	-0.961405	1.53465	0.000412504	0.0105729
MR1	1.09514	1.49455	0.000413277	0.0105852
ZNF623	-1.19691	1.04534	0.000414442	0.0106075
HAGH	-0.801063	2.37135	0.000416623	0.0106457
KLHL26	-0.915668	1.92753	0.000418022	0.0106713
PPP6R2	-0.647711	3.03539	0.000419518	0.0106943
LPP	0.326519	4.63398	0.000422802	0.0107401
SORCS2	-0.592957	3.50261	0.000426825	0.0108193
ACSF3	-0.566156	4.12818	0.000430225	0.0108749
IRF3	-1.20381	0.761445	0.000432851	0.0109132
DFFB	-0.666785	2.27228	0.00043313	0.0109157
YKT6	-0.689617	2.2627	0.000433205	0.0109157
SLC25A11	-2.1789	-0.297351	0.000433255	0.0109157
FAM53A	-0.647396	3.02037	0.000434017	0.0109291
LRRC49	0.40974	3.79653	0.000434788	0.0109416
PM20D2	0.867275	1.64784	0.000435099	0.0109443
TMCO4	-0.428632	3.60192	0.000437964	0.0109832
ZNF345	-1.22749	0.593524	0.000437967	0.0109832
SPEG	-0.540952	4.27971	0.000440652	0.0110199
TMEM180	-0.622837	2.38461	0.000442727	0.011059
GSTZ1	-0.914166	1.80112	0.000442953	0.0110621
HDLBP	-0.507271	4.15818	0.000447364	0.0111413
B3GNTL1	-0.575193	3.7989	0.000449544	0.0111699
NPLOC4	-0.646898	3.42156	0.00045096	0.0111947
CSPG4P13	-0.81159	2.25156	0.000452896	0.0112299
RN7SKP276	0.974789	1.95564	0.000453463	0.0112372
RP11-517P14.2	1.23224	0.767581	0.000457483	0.0113073
C15orf39	-0.621689	3.12723	0.000462166	0.011397
LATS2	0.665576	2.58152	0.000463205	0.0114174
MSX2	-1.00749	1.34453	0.000466067	0.0114618
RUFY1	-0.495193	3.4345	0.000466576	0.0114691
ATF6B	-1.11373	0.902588	0.000467283	0.0114786
FAM65A	-0.750672	2.22549	0.000468109	0.0114894
MYO7B	-0.517149	3.81204	0.000468746	0.0114916
KIF17	-0.717498	3.62748	0.000471272	0.011532
LINC00844	1.07444	1.2986	0.000473715	0.0115691
SFI1	-0.38505	4.16554	0.000476944	0.0116287
GNG7	-1.03075	0.932864	0.000478417	0.0116418
LEPREL2	-0.907444	1.45224	0.000478451	0.0116418
MAN2B2	-0.646421	3.00047	0.000479794	0.0116594
ARAP1-AS1	-1.30684	0.508882	0.000481612	0.0116845
UTP11L	0.984147	2.27899	0.00048389	0.011724
ARHGEF40	-0.848708	2.76296	0.000486602	0.0117764
ZNF792	-0.831858	2.16206	0.000487651	0.0117939
RP11-529E10.6	-1.02064	1.33388	0.000489953	0.0118257
GHDC	-0.72414	2.0974	0.000498402	0.0119735
RFX2	-0.474066	4.03968	0.000504447	0.0120838
TMEM184B	-0.725344	2.9987	0.000506923	0.0121162
NKAP	-1.062	1.39114	0.000509066	0.0121435
RSAD2	0.938657	1.40962	0.000509083	0.0121435
LIMK1	-0.69254	3.26155	0.000515711	0.0122488
AFAP1L2	-0.622681	2.76426	0.000515771	0.0122488
GPS1	-2.69162	-0.513829	0.000515985	0.0122488
ADCK4	-1.0239	1.80463	0.00052027	0.0123189
CTC-264K15.6	0.794054	1.98013	0.000523196	0.0123521
GPR179	-0.88938	2.38247	0.000523888	0.0123631
MAPT	-0.522539	3.40805	0.000527299	0.0124219
WDYHV1	-1.62754	0.621946	0.000529688	0.0124639
WDR66	-0.421022	3.72609	0.000532699	0.0125079
SEC61A1	-0.640214	2.66096	0.0005346	0.0125375
LMNB2	-0.936984	1.68467	0.000537508	0.0125746
TSC22D4	-0.801475	2.19184	0.000538689	0.0125859
ADHFE1	0.626792	2.76574	0.000540474	0.012614
ACOX1	-1.13808	1.32486	0.000541063	0.012625
DCTN1	-0.638891	3.17336	0.000542838	0.01265
SFXN3	-0.826557	1.71208	0.000547473	0.0127222
B4GALNT1	-0.932609	1.8074	0.00054908	0.0127491
SIGIRR	-1.0254	1.9824	0.000550008	0.012762
GPR137	-1.21472	1.41456	0.000551897	0.0127894
DOC2B	-0.736188	2.65565	0.000555339	0.0128416
CIZ1	-0.729152	3.1628	0.000555613	0.0128452
HOXD8	-1.00726	1.32408	0.000556521	0.0128577
FBXO17	-0.809552	2.05921	0.000557311	0.0128692
CHTF18	-0.914217	1.62925	0.000563262	0.0129659
BCAP31	-4.04025	-0.900642	0.000564143	0.0129735
VAC14	-0.565622	3.75819	0.000564745	0.0129813
ANXA1	0.675895	2.93442	0.000565746	0.012996
NCAPH2	-1.37621	1.15876	0.000570135	0.0130683
TSPAN33	-0.696652	2.41912	0.000570221	0.0130683
RCN3	-0.803042	2.15934	0.000571291	0.0130872
KMT2D	-0.564555	3.94137	0.000573231	0.0131207
C14orf80	-0.770058	2.51091	0.000576136	0.0131479
MIR99AHG	0.470015	3.38811	0.000576515	0.0131494
SOGA1	-0.615357	3.12904	0.000576677	0.0131494
C17orf70	-0.895431	2.44716	0.000576928	0.0131494
