logFC	logCPM	PValue	adj.p.value
APPL1	0.857011	2.6514	1.31531e-10	1.71825e-08
TRAPPC6B	0.908937	2.56356	1.33414e-10	1.74075e-08
MEF2D	1.15031	4.38099	1.34212e-10	1.74486e-08
LIMCH1	0.593836	4.14387	1.34672e-10	1.74875e-08
RWDD1	0.827476	3.36658	1.40166e-10	1.80712e-08
SLC7A2	0.911266	2.08904	1.40924e-10	1.81474e-08
PDIK1L	0.973793	2.83698	1.41359e-10	1.81819e-08
TOMM7	0.791218	2.85942	1.42737e-10	1.83095e-08
ATF7IP	0.776885	3.78677	1.46226e-10	1.86751e-08
ATP5G2	0.9555	3.06924	1.47473e-10	1.88122e-08
PDE4B	0.486343	4.72023	1.48144e-10	1.88756e-08
DYRK1A	0.93787	2.15109	1.51195e-10	1.91968e-08
CDC42BPA	0.595947	4.36703	1.53428e-10	1.94575e-08
KLF6	1.08879	3.82547	1.58117e-10	2.00055e-08
RAPGEF2	0.604306	4.72481	1.59973e-10	2.01618e-08
CTA-221G9.12	0.97367	2.75852	1.60095e-10	2.01618e-08
KIAA2018	0.720612	3.57577	1.63796e-10	2.05801e-08
HIF1A-AS2	0.928927	2.0654	1.72791e-10	2.16351e-08
ZBTB43	0.754012	3.45654	1.76043e-10	2.19916e-08
MYOM2	0.596374	4.61288	1.78984e-10	2.22821e-08
LINC00948	0.808646	2.95422	1.90583e-10	2.35908e-08
MMAA	0.830845	3.09645	1.91253e-10	2.36442e-08
CAPZA2	0.731371	3.46816	1.94497e-10	2.3966e-08
FDFT1	0.685965	3.78561	1.96121e-10	2.41114e-08
SRL	0.905688	3.3031	2.02494e-10	2.47826e-08
CFL2	0.995485	2.93185	2.0778e-10	2.54009e-08
IFNGR1	0.811514	2.69965	2.08601e-10	2.54726e-08
SERPINB1	0.805461	2.50137	2.10034e-10	2.559e-08
SESN1	1.02786	3.24283	2.13315e-10	2.59142e-08
TSTD2	0.70587	3.31252	2.13617e-10	2.59142e-08
RP1-225E12.3	0.757805	2.69973	2.20229e-10	2.65343e-08
SLC7A6	0.732242	3.61314	2.26121e-10	2.7214e-08
TEAD1	0.801876	4.11793	2.34573e-10	2.80756e-08
BCL9	0.833827	3.91747	2.34968e-10	2.80918e-08
SPOP	0.654409	3.81957	2.39601e-10	2.86143e-08
ENSA	1.00617	2.11943	2.41963e-10	2.88329e-08
CTDSP2	0.933925	3.7436	2.4872e-10	2.95732e-08
EBAG9	0.908407	2.90016	2.58808e-10	3.06634e-08
NDUFA5	0.754229	3.05399	2.59019e-10	3.06634e-08
AKIRIN2	1.03069	3.29135	2.59823e-10	3.07251e-08
ESCO1	0.763309	2.85757	2.63632e-10	3.11077e-08
SNX19	0.603322	4.04958	2.66998e-10	3.14366e-08
HSPB1	1.22348	2.97255	2.70149e-10	3.17044e-08
SMARCA2	0.734859	4.58647	2.72487e-10	3.19442e-08
RBMS3	0.704361	4.20988	2.73045e-10	3.19675e-08
TMEM182	0.879262	2.78499	2.73275e-10	3.19675e-08
NBN	0.621806	3.89099	2.87059e-10	3.34719e-08
MAT2B	0.920338	3.4545	2.92555e-10	3.39304e-08
DPYD	0.775837	2.87628	3.00365e-10	3.4725e-08
KLHL34	1.1857	1.5394	3.01476e-10	3.47793e-08
HRC	1.44553	1.10641	3.05121e-10	3.51251e-08
EYA3	0.646072	3.39708	3.1068e-10	3.57273e-08
NAA16	0.605285	4.04597	3.18703e-10	3.6611e-08
CELF1	0.624664	4.33604	3.20087e-10	3.67312e-08
PRKCQ	1.02085	2.41145	3.25959e-10	3.73261e-08
CUL3	0.472865	4.52589	3.29609e-10	3.7625e-08
RBM20	0.709993	3.28912	3.33958e-10	3.80813e-08
FYCO1	0.920828	3.23355	3.38673e-10	3.85785e-08
PUM2	0.70584	3.56865	3.44615e-10	3.90913e-08
ESRRG	0.458534	4.69387	3.61475e-10	4.08757e-08
TBC1D15	0.616836	3.37908	3.80405e-10	4.27934e-08
TMEM19	0.693212	3.37665	3.88018e-10	4.36046e-08
FAM13A	0.636511	4.65215	3.89993e-10	4.37813e-08
HES1	1.41761	3.04161	4.06722e-10	4.54244e-08
TACC2	0.663888	5.06235	4.07736e-10	4.54908e-08
RBPJ	0.482806	4.56785	4.09769e-10	4.56707e-08
EXOC6	0.58768	3.74636	4.14316e-10	4.61302e-08
TPM1	0.799281	3.99246	4.14964e-10	4.61549e-08
KTN1	0.645455	4.46087	4.3041e-10	4.7629e-08
SATB1	0.5341	4.53653	4.41121e-10	4.8715e-08
PRDX6	0.875723	2.95078	4.57662e-10	5.02865e-08
FAM78A	0.719852	4.06576	4.69993e-10	5.15364e-08
HIST1H4H	1.08945	2.22114	5.02921e-10	5.48699e-08
LARP4	0.767937	3.27537	5.05299e-10	5.50188e-08
IDH2	1.22968	0.752066	5.20906e-10	5.66046e-08
TP63	0.995748	3.00361	5.22385e-10	5.67049e-08
TLE4	0.651857	4.40749	5.22874e-10	5.67049e-08
SKIL	0.79969	3.13152	5.27398e-10	5.69679e-08
WDR75	0.85678	2.94344	5.42951e-10	5.84733e-08
CLK4	0.675448	3.43016	5.54271e-10	5.94566e-08
RP11-766F14.2	0.986742	2.91693	5.57938e-10	5.97908e-08
CNOT4	0.575416	3.75109	5.5863e-10	5.98059e-08
APOL6	0.948291	2.14464	5.73833e-10	6.13126e-08
GTF2F2	0.748484	2.83417	5.77385e-10	6.16026e-08
SRSF8	0.8632	2.54397	5.90598e-10	6.27346e-08
LINC00324	1.43658	0.560633	5.90609e-10	6.27346e-08
ENO3	1.06688	2.44228	5.94668e-10	6.3104e-08
DHX8	0.726957	3.14666	5.99217e-10	6.35246e-08
STAC3	0.871439	2.78131	6.13576e-10	6.48568e-08
RAP1B	0.747674	3.20621	6.41676e-10	6.76953e-08
ANKRD28	0.609876	4.4964	6.65477e-10	6.99343e-08
GAREM	0.687708	3.18801	6.66415e-10	6.99652e-08
RNF111	0.567319	3.78841	6.86297e-10	7.17058e-08
HNRNPH1	0.906025	3.4979	6.9189e-10	7.2082e-08
RC3H1-IT1	1.03482	1.36367	7.03675e-10	7.30994e-08
HNRNPR	0.649222	3.88477	7.08427e-10	7.35226e-08
TMBIM6	0.761357	3.62368	7.09246e-10	7.35373e-08
RP3-355L5.4	1.28279	1.99006	7.18234e-10	7.43273e-08
HSPA9	0.786088	3.08896	7.20196e-10	7.44593e-08
ZNF253	0.91732	2.057	7.26945e-10	7.50143e-08
FOXJ3	0.569324	3.7793	7.39633e-10	7.61065e-08
RHEB	0.830953	3.31085	7.47509e-10	7.68441e-08
SMG1P3	1.24362	1.34319	7.68455e-10	7.8848e-08
AHCYL1	0.712464	3.75456	7.77743e-10	7.96504e-08
ZBTB38	0.528564	4.69802	7.80396e-10	7.9824e-08
GRIP2	0.692245	3.77253	7.88235e-10	8.04972e-08
MRPS28	0.816258	2.37076	7.95689e-10	8.11634e-08
SMCO1	1.14529	1.31676	7.97002e-10	8.11634e-08
RBM22	0.831864	3.0969	8.09327e-10	8.21872e-08
CACNA2D1	0.524317	4.36812	8.32462e-10	8.40719e-08
MRPL15	0.870502	2.14534	8.64977e-10	8.71051e-08
STAT3	0.595427	3.84776	8.74019e-10	8.78527e-08
UBE2V1	0.865543	3.7841	9.11621e-10	9.0875e-08
ZCCHC2	0.654153	3.82116	9.13723e-10	9.1001e-08
RP11-428C19.4	1.36079	1.47288	9.25561e-10	9.20954e-08
TMED4	0.893801	2.61209	9.39086e-10	9.29872e-08
PPP6R3	0.471678	4.57831	9.39662e-10	9.29872e-08
SPRY1	0.915615	3.59405	9.47667e-10	9.35757e-08
ACTN2	0.723911	3.61137	9.50546e-10	9.37224e-08
MET	0.697844	3.84537	9.55203e-10	9.40961e-08
PADI2	0.825915	3.3961	9.60621e-10	9.45441e-08
TRAF3IP2	0.982021	2.54003	9.72736e-10	9.54904e-08
KLHL40	1.01451	2.71144	9.72875e-10	9.54904e-08
SAR1B	0.72201	2.56304	9.85303e-10	9.66229e-08
BNC2	0.581255	3.94773	1.02377e-09	1.00014e-07
WRNIP1	0.915147	3.16736	1.03241e-09	1.00696e-07
RBBP5	0.788198	2.64994	1.05276e-09	1.02464e-07
ANKRD23	1.00844	3.05067	1.05337e-09	1.02464e-07
UBL3	0.798325	3.02342	1.06077e-09	1.03e-07
OTUD1	0.922565	3.08832	1.06878e-09	1.03408e-07
EIF4G1	0.80892	3.8051	1.08798e-09	1.05172e-07
ABCC9	0.78972	3.51485	1.11304e-09	1.07022e-07
PPM1L	0.816908	2.69761	1.12539e-09	1.08019e-07
MRPS18A	1.03702	2.00222	1.12866e-09	1.08141e-07
C5orf51	0.977591	2.17947	1.13057e-09	1.08229e-07
SLC36A2	0.91696	3.16116	1.13238e-09	1.08306e-07
PPIL4	0.951628	2.67107	1.13596e-09	1.08554e-07
NEDD1	0.857956	2.98645	1.14739e-09	1.09453e-07
LINC00263	0.969258	2.15825	1.17385e-09	1.11683e-07
PCM1	0.495938	4.64063	1.1865e-09	1.12688e-07
RPS6KA3	0.929291	2.94329	1.19636e-09	1.13525e-07
RTN2	1.07847	1.37042	1.20387e-09	1.14139e-07
MIR133A1HG	1.77235	1.0844	1.24109e-09	1.17258e-07
MYL6B	1.04289	2.52149	1.24394e-09	1.17425e-07
HOXC6	1.00873	2.78622	1.26394e-09	1.19002e-07
MARK3	0.53969	4.59397	1.27891e-09	1.20119e-07
SUPT20H	0.578701	3.69152	1.33513e-09	1.25054e-07
HERC4	0.618566	3.67927	1.40973e-09	1.31136e-07
SFPQ	0.73396	3.56654	1.41127e-09	1.31167e-07
SERPINF1	0.855905	3.58652	1.41509e-09	1.3141e-07
HSD17B12	0.503992	4.40698	1.42367e-09	1.32094e-07
ATXN1	0.902975	2.12175	1.43419e-09	1.3283e-07
MED9	0.770525	2.98686	1.43528e-09	1.3283e-07
PMS2P1	1.10156	0.74504	1.45383e-09	1.34204e-07
DCP1A	0.785964	2.84865	1.50965e-09	1.38649e-07
MTF2	0.748127	3.77359	1.52503e-09	1.39943e-07
XRCC5	0.579082	3.88844	1.53548e-09	1.40783e-07
DSE	0.622462	3.50602	1.53907e-09	1.40993e-07
RAB7A	0.889842	3.11741	1.54554e-09	1.41347e-07
LINC00899	0.975617	3.28896	1.59063e-09	1.45084e-07
ZNF706	1.05619	2.31379	1.59308e-09	1.45084e-07
SMDT1	1.38507	1.71435	1.6032e-09	1.45761e-07
DENND4C	0.63356	3.86519	1.62551e-09	1.47542e-07
ZZZ3	0.786376	3.28833	1.69973e-09	1.53764e-07
MYLK2	0.884937	3.5325	1.73633e-09	1.56684e-07
KIAA0232	0.917415	3.66033	1.75851e-09	1.58554e-07
TPM2	0.933877	3.81401	1.8453e-09	1.65828e-07
KLHL21	1.15163	3.91103	1.85347e-09	1.66279e-07
ITPRIP	0.733595	3.7128	1.85984e-09	1.66583e-07
NDUFB4	0.754999	2.86042	1.8661e-09	1.67006e-07
ASB12	0.94546	1.09571	1.86987e-09	1.67206e-07
CTA-445C9.15	0.961409	2.04419	1.91757e-09	1.71189e-07
B3GNT5	0.796315	3.86867	1.97464e-09	1.75562e-07
RAB21	0.80413	3.39822	1.98458e-09	1.76301e-07
TBX15	0.768828	3.54738	2.07327e-09	1.83579e-07
SRPK2	0.50177	4.43909	2.07503e-09	1.83585e-07
ABT1	0.905684	2.3289	2.09842e-09	1.85504e-07
ATG4C	0.730234	2.9054	2.103e-09	1.85757e-07
MGST3	0.72268	3.72272	2.11981e-09	1.8709e-07
ARHGEF7	0.583753	4.49552	2.14322e-09	1.88849e-07
ATP1A2	0.795808	4.25517	2.16117e-09	1.90276e-07
RBMS1	0.582781	4.35629	2.23722e-09	1.96335e-07
PPP2R1B	0.771823	3.9117	2.25288e-09	1.97389e-07
CECR2	0.644986	4.17737	2.26757e-09	1.98356e-07
NUCKS1	0.741118	2.80217	2.28539e-09	1.99594e-07
RP4-794H19.1	0.989842	1.65234	2.32781e-09	2.02964e-07
LAMTOR1	0.960879	2.15549	2.44792e-09	2.12421e-07
MRPL35	0.943568	2.03982	2.46358e-09	2.13609e-07
KIAA0195	0.706739	4.2652	2.51082e-09	2.17185e-07
RPUSD2	1.17765	1.96156	2.52423e-09	2.18171e-07
GBAS	0.759725	3.16366	2.68581e-09	2.30485e-07
IRF2BP2	1.05017	1.653	2.69799e-09	2.31165e-07
DES	0.933217	3.29733	2.70352e-09	2.31456e-07
ERCC5	0.652702	3.61644	2.72323e-09	2.32776e-07
MRPS23	1.18043	2.44237	2.80999e-09	2.39438e-07
TNFRSF19	0.683073	3.08201	2.85782e-09	2.43132e-07
HECTD1	0.467593	4.58316	2.8953e-09	2.45935e-07
N4BP1	0.607441	3.65098	2.92931e-09	2.48047e-07
STARD13	0.602348	3.92662	2.9477e-09	2.49216e-07
USP24	0.683042	3.56228	2.96236e-09	2.5026e-07
SKP1	0.785267	3.41783	3.044e-09	2.56559e-07
MPV17	0.881275	2.86332	3.07558e-09	2.58818e-07
JPH2	1.05863	2.98621	3.14021e-09	2.63644e-07
GATS	0.931347	2.96806	3.14272e-09	2.63651e-07
USP3	0.572379	3.71765	3.18841e-09	2.67277e-07
MRPL33	0.839907	2.43203	3.19963e-09	2.68011e-07
SELK	1.03498	2.30379	3.20251e-09	2.68045e-07
CDK8	0.567577	3.92137	3.20613e-09	2.68142e-07
AMOT	0.935397	2.33772	3.26951e-09	2.73232e-07
SF3B1	0.653902	3.8552	3.27701e-09	2.73648e-07
LRRFIP1	0.585494	4.30901	3.32436e-09	2.76538e-07
AHCYL2	0.542255	4.4295	3.33228e-09	2.76773e-07
RAD23B	0.858727	3.4671	3.36051e-09	2.78691e-07
PTAR1	0.668159	3.10757	3.40226e-09	2.81582e-07
KLF15	0.952639	3.23476	3.41599e-09	2.82214e-07
COX20	0.918559	3.11033	3.419e-09	2.82248e-07
HERC1	0.539091	4.16974	3.5331e-09	2.90343e-07
LPP	0.47069	4.68727	3.58094e-09	2.94052e-07
ACTR8	0.632482	3.14819	3.627e-09	2.97384e-07
RREB1	0.754514	3.78228	3.65537e-09	2.99484e-07
ZFAND6	0.74643	3.51571	3.73808e-09	3.0603e-07
ANO6	0.932016	2.23372	3.82975e-09	3.12591e-07
COX7A2	0.735188	2.54053	3.85444e-09	3.1437e-07
ACVR1	0.825717	3.30397	3.88382e-09	3.16515e-07
GPATCH2L	0.608727	3.64003	3.9035e-09	3.17189e-07
PPP3CC	0.713641	3.85386	3.90362e-09	3.17189e-07
PKIG	0.658527	3.9666	3.92516e-09	3.18701e-07
PPP3CB	1.24382	2.46904	3.93127e-09	3.18959e-07
KCNJ11	1.0011	3.16457	3.95931e-09	3.20994e-07
FZD7	1.43019	0.728678	3.99629e-09	3.23445e-07
COQ5	0.82495	2.31106	3.99848e-09	3.23445e-07
CLASP2	0.477608	4.88008	4.03995e-09	3.26556e-07
HNRNPA3	1.54639	0.999359	4.07957e-09	3.29269e-07
KIF1B	0.649853	4.09839	4.09841e-09	3.30443e-07
HNRNPUL1	0.687686	4.25316	4.10021e-09	3.30443e-07
FSD1L	0.715028	2.92398	4.13195e-09	3.32507e-07
CLCN1	0.836101	2.74029	4.19133e-09	3.36786e-07
ATP6V0A1	0.635742	4.23781	4.34877e-09	3.47636e-07
SEC22B	0.926924	1.78922	4.35215e-09	3.47639e-07
ARHGAP18	0.696088	3.2104	4.35521e-09	3.47639e-07
WBP2	0.850166	3.18895	4.46508e-09	3.54849e-07
FAM91A1	0.669055	3.52928	4.46671e-09	3.54849e-07
CDKN2B	0.920345	1.71091	4.51356e-09	3.5791e-07
VPS26A	0.625223	3.51243	4.57911e-09	3.62578e-07
LGALS1	1.10754	2.43491	4.58501e-09	3.62781e-07
ZBED5-AS1	1.24525	1.495	4.66622e-09	3.68649e-07
CCNH	0.645092	3.24557	4.70636e-09	3.7103e-07
ARL6IP5	1.00012	2.74808	4.73388e-09	3.72929e-07
DNAJC18	0.618843	3.85189	4.80987e-09	3.78366e-07
RARB	0.649552	3.51699	4.94522e-09	3.87889e-07
GPR157	0.840443	3.09449	5.02092e-09	3.93259e-07
VPS13D	0.431239	5.03216	5.09314e-09	3.98627e-07
UTP3	0.855398	2.50115	5.17403e-09	4.03794e-07
HSPA13	1.07625	2.38125	5.19128e-09	4.04558e-07
WNK1	0.527153	4.78106	5.28042e-09	4.10327e-07
DMD	0.547422	4.40726	5.31186e-09	4.12475e-07
SIX1	0.975203	4.34797	5.36282e-09	4.15546e-07
COA7	0.961396	1.65114	5.46768e-09	4.23363e-07
GYG1	0.654976	3.94909	5.47569e-09	4.23681e-07
SSBP2	0.566453	3.82134	5.80783e-09	4.47785e-07
AC016292.3	1.0833	1.12125	5.86505e-09	4.51555e-07
BIRC2	0.737415	3.33488	5.88659e-09	4.52571e-07
SPARC	0.72989	3.38643	5.90981e-09	4.54035e-07
UCP3	0.83332	3.52279	5.93466e-09	4.55621e-07
ERLIN1	1.00501	2.47837	5.93986e-09	4.55699e-07
SLC1A4	0.849403	3.34046	5.98052e-09	4.5817e-07
GPR125	0.491728	4.50718	6.02844e-09	4.61516e-07
CCNI	0.747482	3.60561	6.07084e-09	4.6378e-07
VPS72	0.768194	2.55018	6.0862e-09	4.64627e-07
PJA2	0.737886	3.25282	6.15392e-09	4.69466e-07
MIRLET7BHG	1.01482	3.57636	6.22341e-09	4.74435e-07
CCNG1	0.942439	1.52422	6.46043e-09	4.9078e-07
TBL1XR1	0.655569	3.44528	6.49296e-09	4.92562e-07
ZNF438	0.665347	3.3024	6.55359e-09	4.96467e-07
HIBADH	0.748834	2.78317	6.56812e-09	4.97222e-07
FILIP1L	0.776899	3.23622	6.57338e-09	4.97273e-07
CLCN4	1.26	1.6671	6.71135e-09	5.06651e-07
C11orf73	0.679622	2.90704	6.7423e-09	5.08634e-07
CDC73	0.74309	2.82679	7.07181e-09	5.31276e-07
RSBN1L	0.762051	2.79841	7.11643e-09	5.34259e-07
PDZRN3	0.500003	4.26144	7.1892e-09	5.38604e-07
TRIP10	0.912155	2.63366	7.39414e-09	5.52433e-07
TMEM127	1.04348	2.03402	7.61264e-09	5.67586e-07
RP5-1119A7.14	1.03138	2.02018	7.64772e-09	5.67861e-07
HIPK3	0.882388	3.74727	7.69089e-09	5.70677e-07
SLC25A36	0.618379	3.52332	7.85434e-09	5.8201e-07
SRSF4	0.91594	3.42728	7.94016e-09	5.87967e-07
SNAP23	0.789193	3.06744	7.94998e-09	5.88293e-07
CTD-3014M21.1	0.923116	2.29742	7.95557e-09	5.88306e-07
DUSP19	0.898781	2.2847	7.99265e-09	5.90645e-07
KDM6A	0.679074	3.32283	8.01119e-09	5.91613e-07
KDM2A	0.551743	4.72467	8.08635e-09	5.96352e-07
SAR1A	0.735697	2.89751	8.12539e-09	5.98418e-07
ZBTB41	0.841364	2.83684	8.5912e-09	6.30585e-07
KMT2E	0.58649	3.46081	8.61212e-09	6.31693e-07
ADD1	0.477814	4.90886	8.65615e-09	6.34494e-07
ATPIF1	1.03995	1.72825	8.68626e-09	6.35843e-07
SCHIP1	0.994835	3.35103	8.70355e-09	6.36679e-07
HADH	0.572233	3.88942	8.76506e-09	6.40746e-07
BMPR1B	0.630583	3.79552	8.88776e-09	6.48843e-07
DNTTIP2	0.608686	3.13228	8.97119e-09	6.54053e-07
BTBD3	0.768738	3.08802	9.06848e-09	6.60259e-07
NRD1	0.638498	3.53528	9.15132e-09	6.64508e-07
LSMEM1	0.940868	2.72753	9.2198e-09	6.69033e-07
TRIP11	0.695481	3.54187	9.24128e-09	6.70144e-07
SLC25A13	0.624585	3.54249	9.27283e-09	6.71983e-07
TRAK1	0.627985	4.1211	9.55555e-09	6.90168e-07
ARFGEF2	0.754236	2.91225	9.57721e-09	6.91272e-07
USP28	0.604618	3.76698	9.63564e-09	6.94566e-07
SNX3	0.906761	2.91378	9.82774e-09	7.07004e-07
DCTN4	0.723583	3.07394	9.97561e-09	7.17167e-07
SYPL1	0.828813	3.3204	1.00714e-08	7.23572e-07
JADE1	0.764064	3.5177	1.02171e-08	7.3259e-07
RPRD2	0.864681	2.87354	1.0228e-08	7.32884e-07
WSB2	0.758638	3.51244	1.02986e-08	7.3697e-07
WIPF3	0.76146	3.02695	1.03138e-08	7.3754e-07
GOLGA1	0.535704	3.98749	1.03201e-08	7.3754e-07
FNDC3B	0.590446	4.41668	1.05638e-08	7.53647e-07
MRAS	0.650657	3.28678	1.06317e-08	7.57814e-07
MYOZ1	0.882338	2.7015	1.08371e-08	7.70931e-07
SUCLG1	0.572205	3.76763	1.08512e-08	7.71427e-07
MIER1	0.794186	3.19699	1.10644e-08	7.85405e-07
TNRC6B	0.667809	3.72138	1.12111e-08	7.93899e-07
NCOA1	0.565159	3.75443	1.16359e-08	8.19699e-07
LINC00346	1.13017	2.44922	1.17063e-08	8.23199e-07
SPARCL1	0.746855	2.44829	1.17083e-08	8.23199e-07
HSF2	0.773125	3.06877	1.17976e-08	8.28937e-07
HOMER1	0.75013	2.69332	1.19339e-08	8.37435e-07
FRA10AC1	0.530172	3.70944	1.19719e-08	8.39556e-07
RP11-390E23.3	0.925682	1.28289	1.21114e-08	8.48515e-07
ASB4	0.691358	2.91502	1.21153e-08	8.48515e-07
EIF1B	0.955071	2.88176	1.25991e-08	8.77871e-07
CTSB	0.733134	3.95161	1.26531e-08	8.80181e-07
FAM168A	0.720554	2.86067	1.27448e-08	8.85179e-07
UBE4B	0.537872	4.31327	1.28069e-08	8.88925e-07
FOXN3	0.589625	3.90111	1.29908e-08	9.00097e-07
SLC35F5	0.55395	3.89936	1.30733e-08	9.05098e-07
LMNA	0.77655	4.62167	1.32452e-08	9.14968e-07
FGD4	0.642089	4.05653	1.36065e-08	9.3664e-07
MIR29B1	1.12478	2.37271	1.36383e-08	9.38235e-07
NCKAP1	0.513528	4.22779	1.36983e-08	9.41767e-07
WLS	0.539028	3.4933	1.37152e-08	9.42331e-07
RNF146	0.892844	3.17139	1.3734e-08	9.43023e-07
ANO5	0.715128	3.22259	1.39277e-08	9.55118e-07
WHAMM	0.765061	2.85912	1.39415e-08	9.55462e-07
UBA2	0.633136	3.11759	1.40721e-08	9.61977e-07
ZFHX4	0.50246	3.79337	1.40889e-08	9.62521e-07
LSG1	0.634613	3.10456	1.41968e-08	9.69283e-07
GMFB	0.653353	2.68806	1.43171e-08	9.76326e-07
SOBP	0.755948	3.33584	1.43288e-08	9.76455e-07
FEM1C	0.997365	2.84114	1.44302e-08	9.8275e-07
TMEM70	1.01155	2.59577	1.44887e-08	9.85328e-07
GAS1	1.67166	0.499837	1.44953e-08	9.85328e-07
SYAP1	0.899717	1.42125	1.47124e-08	9.98709e-07
SYPL2	0.834101	3.34851	1.50127e-08	1.01573e-06
CFLAR	0.832074	4.16549	1.50135e-08	1.01573e-06
HNRNPLL	0.624777	3.23737	1.51532e-08	1.023e-06
PUM1	0.463093	4.47804	1.52171e-08	1.02667e-06
ARPC2	0.554626	4.06101	1.52353e-08	1.02726e-06
MED13L	0.536833	4.0547	1.5278e-08	1.02951e-06
GPCPD1	0.561823	3.36009	1.53445e-08	1.03271e-06
RP11-1017G21.5	1.17369	2.37557	1.5419e-08	1.03669e-06
AFG3L2	0.717079	3.29403	1.5518e-08	1.04244e-06
SLC25A38	0.803361	2.40022	1.5569e-08	1.04458e-06
RNF114	0.825357	2.97513	1.56047e-08	1.04632e-06
ARID2	0.699421	3.06594	1.5749e-08	1.0547e-06
BRAF	0.679753	3.50526	1.58536e-08	1.06039e-06
RICTOR	0.60702	3.91329	1.58835e-08	1.06174e-06
CD164	0.836452	1.69263	1.59455e-08	1.06523e-06
MAPRE2	0.758322	4.20264	1.61109e-08	1.07298e-06
SOS1	0.52332	4.26243	1.6149e-08	1.07486e-06
COX17	0.829863	2.26781	1.62676e-08	1.08142e-06
GHR	0.521014	4.00573	1.65414e-08	1.0976e-06
ZNF366	0.923895	1.92335	1.68331e-08	1.11424e-06
MAN1A2	0.663403	3.16493	1.68703e-08	1.11602e-06
CRY2	0.65659	3.87293	1.70608e-08	1.12794e-06
UNC13B	0.666427	3.38015	1.74437e-08	1.15045e-06
THAP1	1.04719	2.41681	1.75017e-08	1.15357e-06
ACVR2A	0.754251	3.49411	1.77586e-08	1.16909e-06
POLR1A	0.648123	3.51565	1.79292e-08	1.17817e-06
GTDC1	0.461401	4.47945	1.79615e-08	1.17958e-06
SIK2	0.773112	3.23287	1.81121e-08	1.18803e-06
ARL5A	0.722956	2.87166	1.85072e-08	1.21249e-06
SEMA6C	0.90594	3.93447	1.87822e-08	1.22753e-06
KDM5C	0.839854	2.88565	1.88107e-08	1.22866e-06
ANKAR	0.560633	3.62435	1.90855e-08	1.24511e-06
RAB30	0.688004	3.09325	1.91469e-08	1.24836e-06
CA5BP1	0.752959	2.22953	1.93202e-08	1.25698e-06
MARS2	0.861984	2.80731	1.93344e-08	1.25698e-06
RBM5	0.618156	3.81051	1.9337e-08	1.25698e-06
CYLD	0.706268	2.96896	1.94509e-08	1.26363e-06
ZRANB1	0.913143	2.21457	1.94903e-08	1.26543e-06
PPA2	0.541594	3.45548	1.97926e-08	1.28123e-06
KIAA0922	0.612215	4.13039	1.99868e-08	1.29226e-06
SENP8	1.045	1.14214	2.01384e-08	1.30052e-06
SLC38A2	1.1102	2.13583	2.02057e-08	1.30331e-06
DDX17	0.82181	3.57107	2.02057e-08	1.30331e-06
FNDC3A	0.738644	2.6598	2.02948e-08	1.30754e-06
MORF4L1	0.608556	3.59923	2.03532e-08	1.31049e-06
NABP1	0.922989	2.44277	2.03761e-08	1.31052e-06
HIVEP2	0.942808	3.37927	2.03778e-08	1.31052e-06
CFAP97	0.918069	1.23977	2.0473e-08	1.31586e-06
EHBP1L1	0.979628	3.54524	2.06452e-08	1.32536e-06
FIS1	0.829772	3.04632	2.08417e-08	1.33718e-06
ARL14EP	0.713395	3.11979	2.09878e-08	1.34497e-06
PCMTD2	0.682412	3.72578	2.11089e-08	1.35046e-06
PPIG	0.611898	3.04676	2.14289e-08	1.36678e-06
PPP4R2	0.820135	2.79286	2.1676e-08	1.38011e-06
SUN1	0.576401	4.21507	2.16966e-08	1.38061e-06
MAGT1	1.07059	1.25564	2.19482e-08	1.3958e-06
LINC00938	1.35238	0.947304	2.21048e-08	1.40494e-06
LINC-PINT	0.776588	3.3871	2.21829e-08	1.40908e-06
MAST2	0.537281	4.68228	2.22474e-08	1.41235e-06
ALG9-IT1	1.27122	1.13732	2.24925e-08	1.4254e-06
IDH3A	0.611887	3.39184	2.26363e-08	1.43285e-06
SVIL-AS1	0.784399	2.5043	2.26708e-08	1.43419e-06
ANK3	0.42281	5.14622	2.27083e-08	1.43565e-06
LONRF1	0.632296	4.24366	2.28037e-08	1.44008e-06
GPS2	1.00215	1.1126	2.2923e-08	1.44593e-06
RARA	0.807073	4.2477	2.29425e-08	1.44632e-06
AC011239.1	0.906675	2.039	2.32312e-08	1.46198e-06
FAM47E-STBD1	0.933511	3.03322	2.36498e-08	1.48488e-06
MUC16	-0.614301	3.00592	2.40988e-08	1.51132e-06
RORC	0.723977	3.54721	2.43033e-08	1.52239e-06
ARF1	0.739033	3.76619	2.43539e-08	1.52468e-06
NOC3L	1.01389	2.07423	2.45261e-08	1.53369e-06
MGST2	0.893342	2.16681	2.48765e-08	1.55291e-06
UBR5	0.476804	4.48064	2.48976e-08	1.55334e-06
FH	0.647855	2.93192	2.51216e-08	1.56193e-06
APC	0.590537	3.56748	2.52874e-08	1.57044e-06
SHISA4	0.844609	2.7758	2.54183e-08	1.57676e-06
CTC-264K15.6	1.07859	2.91476	2.54881e-08	1.58019e-06
CREB5	0.445982	4.78555	2.56012e-08	1.58539e-06
ZNF394	0.869401	2.37824	2.56719e-08	1.58795e-06
AMPD1	0.93479	2.62803	2.6996e-08	1.66417e-06
